,ts_code,sub_code,name,ipo_date,issue_date,amount,market_amount,price,pe,limit_amount,funds,ballot
0,300976.SZ,300976,达瑞电子,20210406,,1305.0,1305.0,168.0,38.71,1.3,21.93,0.0
1,300973.SZ,300973,立高食品,20210406,,4234.0,1080.0,0.0,0.0,1.05,13.917,0.0
2,300972.SZ,300972,万辰生物,20210406,,3838.0,1094.0,0.0,0.0,1.05,0.0,0.0
3,605098.SH,707098,行动教育,20210406,,2109.0,844.0,0.0,0.0,0.8,5.817,0.0
4,601279.SH,780279,英利汽车,20210402,,14943.0,4483.0,0.0,0.0,4.4,3.093,0.0
5,300971.SZ,300971,博亚精工,20210402,,2100.0,599.0,0.0,0.0,0.55,4.43,0.0
6,300968.SZ,300968,格林精密,20210401,,10338.0,1757.0,6.87,24.34,1.75,6.724,0.0
7,688663.SH,787663,新风光,20210401,,3499.0,945.0,14.48,20.53,0.9,6.68,0.0
8,300967.SZ,300967,晓鸣股份,20210331,,4700.0,1340.0,4.54,7.98,1.3,6.699,0.0
9,688315.SH,787315,诺禾致源,20210331,,4020.0,683.0,12.76,231.51,0.65,5.74,0.0
10,605378.SH,707378,野马电池,20210330,,3334.0,3001.0,17.62,22.98,1.3,5.875,0.03
11,688683.SH,787683,莱尔科技,20210330,,3714.0,1263.0,9.51,26.28,0.9,6.375,0.03
12,688611.SH,787611,杭州柯林,20210330,,1398.0,531.0,33.44,19.0,0.35,6.024,0.03
13,688468.SH,787468,科美诊断,20210329,,4100.0,1046.0,7.15,22.77,0.65,7.057,0.03
14,300969.SZ,300969,恒帅股份,20210329,,2000.0,2000.0,20.68,26.3,2.0,4.136,0.01
15,300966.SZ,300966,共同药业,20210329,,2900.0,1407.0,8.24,16.33,0.8,7.171,0.02
16,300970.SZ,300970,华绿生物,20210329,,1459.0,1459.0,44.77,22.98,1.45,6.532,0.01
17,688636.SH,787636,智明达,20210326,,1250.0,425.0,34.5,30.03,0.3,0.0,0.03
18,688191.SH,787191,智洋创新,20210326,,3826.0,1454.0,11.38,22.61,1.05,4.066,0.03
19,300963.SZ,300963,中洲特材,20210326,,3000.0,1455.0,12.13,23.65,0.85,0.0,0.02
20,003041.SZ,003041,真爱美家,20210325,,2500.0,2250.0,18.0,19.02,1.0,4.5,0.02
21,300962.SZ,300962,中金辐照,20210325,,6600.0,3201.0,3.4,15.95,1.85,0.0,0.02
22,003043.SZ,003043,华亚智能,20210325,,2000.0,2000.0,19.81,22.99,2.0,3.962,0.01
23,003042.SZ,003042,中农联合,20210325,,2740.0,2466.0,21.56,22.99,1.05,5.907,0.02
24,688260.SH,787260,昀冢科技,20210323,,3000.0,1140.0,9.63,22.28,0.85,0.0,0.03
25,300965.SZ,300965,恒宇信通,20210323,,1500.0,1500.0,61.72,49.97,1.5,9.258,0.01
26,688630.SH,787630,芯碁微装,20210323,20210401,3020.0,1027.0,15.23,39.76,0.75,0.0,0.03
27,603324.SH,732324,盛剑环境,20210322,,3099.0,2789.0,19.87,22.99,1.2,6.157,0.03
28,688659.SH,787659,元琛科技,20210322,20210331,4000.0,1520.0,6.5,19.82,1.1,3.539,0.03
29,300961.SZ,300961,深水海纳,20210319,20210330,4432.0,2147.0,8.48,15.86,1.25,6.593,0.02
30,688626.SH,787626,翔宇医疗,20210319,20210331,4000.0,1524.0,28.82,45.15,1.1,7.859,0.03
31,688109.SH,787109,品茗股份,20210318,20210330,1360.0,517.0,50.05,42.5,0.35,6.634,0.03
32,300960.SZ,300960,通业科技,20210318,20210329,2560.0,1242.0,12.08,17.31,0.7,4.262,0.02
33,603759.SH,732759,海天股份,20210317,20210326,7800.0,7020.0,11.21,22.98,3.1,8.744,0.04
34,688661.SH,787661,和林微纳,20210317,20210329,2000.0,680.0,17.71,26.91,0.5,0.0,0.03
35,688195.SH,787195,腾景科技,20210316,20210326,3235.0,1229.0,13.6,42.24,0.9,3.821,0.03
36,300958.SZ,300958,建工修复,20210316,20210329,3566.0,1551.0,8.53,17.23,0.9,6.365,0.02
37,300957.SZ,300957,贝泰妮,20210316,20210325,6360.0,2226.0,47.33,51.25,1.05,16.113,0.02
38,688606.SH,787606,奥泰生物,20210315,20210325,1350.0,515.0,133.67,101.92,0.35,0.0,0.03
39,688633.SH,787633,星球石墨,20210315,20210324,1818.0,691.0,33.62,19.96,0.5,4.175,0.03
40,300956.SZ,300956,英力股份,20210312,20210326,3300.0,1601.0,12.85,16.75,0.9,5.781,0.02
41,300955.SZ,300955,嘉亨家化,20210312,20210324,2520.0,1204.0,16.53,26.75,0.7,4.867,0.02
42,688329.SH,787329,艾隆科技,20210312,20210329,1930.0,656.0,16.81,25.52,0.45,0.0,0.03
43,300959.SZ,300959,线上线下,20210311,20210322,2000.0,2000.0,41.0,56.88,2.0,8.2,0.01
44,688609.SH,787609,九联科技,20210311,20210323,10000.0,2550.0,3.99,17.82,1.7,7.068,0.04
45,688092.SH,787092,爱科科技,20210310,20210319,1479.0,503.0,19.11,26.78,0.35,0.0,0.03
46,605286.SH,707286,同力日升,20210310,20210322,4200.0,3780.0,15.08,22.99,1.6,6.334,0.03
47,605389.SH,707389,长龄液压,20210310,20210322,2433.0,2190.0,39.4,22.99,0.9,9.587,0.03
48,003040.SZ,003040,楚天龙,20210309,20210322,7839.0,7055.0,4.62,22.99,2.35,3.622,0.04
49,300953.SZ,300953,震裕科技,20210309,20210318,2327.0,1012.0,28.77,35.69,0.55,6.987,0.02
50,688616.SH,787616,西力科技,20210308,20210318,3750.0,1425.0,7.35,20.47,1.05,4.519,0.03
51,688456.SH,787456,有研粉材,20210308,20210317,3000.0,1140.0,10.62,24.67,0.85,4.478,0.03
52,688316.SH,787316,青云科技,20210303,20210316,1200.0,342.0,63.7,0.0,0.2,0.0,0.03
53,688083.SH,787083,中望软件,20210302,20210311,1549.0,536.0,150.5,119.49,0.35,6.713,0.03
54,688667.SH,787667,菱电电控,20210301,20210312,1290.0,491.0,75.42,26.1,0.35,6.151,0.03
55,300952.SZ,300952,恒辉安防,20210301,20210311,3623.0,1757.0,11.72,20.62,1.0,6.229,0.02
56,605122.SH,707122,四方新材,20210226,20210310,3090.0,2781.0,42.88,22.99,1.2,13.25,0.03
57,688676.SH,787676,金盘科技,20210226,20210309,4257.0,1085.0,10.1,21.08,0.7,6.283,0.03
58,688328.SH,787328,深科达,20210225,20210309,2026.0,689.0,16.49,32.0,0.5,4.145,0.03
59,605208.SH,707208,永茂泰,20210224,20210308,4700.0,4230.0,13.4,22.99,1.8,6.298,0.03
60,003039.SZ,003039,顺控发展,20210223,20210308,6200.0,5580.0,5.86,15.95,1.85,3.782,0.03
61,300950.SZ,300950,德固特,20210222,20210303,2500.0,1213.0,8.41,14.6,0.7,5.212,0.02
62,688079.SH,787079,美迪凯,20210219,20210302,10033.0,2169.0,10.19,62.15,1.4,8.337,0.03
63,688696.SH,787696,极米科技,20210219,20210303,1250.0,427.0,133.73,72.81,0.3,12.882,0.03
64,605060.SH,707060,联德股份,20210218,20210301,6000.0,5400.0,15.59,22.99,2.4,9.354,0.03
65,300951.SZ,300951,博硕科技,20210210,20210226,2000.0,2000.0,75.18,54.04,2.0,15.036,0.01
66,605303.SH,707303,园林股份,20210210,20210301,4031.0,3628.0,16.38,19.74,1.6,6.603,0.03
67,605298.SH,707298,必得科技,20210210,20210301,2700.0,2430.0,15.99,16.15,1.0,4.317,0.03
68,300949.SZ,300949,奥雅设计,20210209,20210226,1500.0,1500.0,54.23,31.92,1.5,8.134,0.01
69,300948.SZ,300948,冠中生态,20210209,20210225,2334.0,1132.0,13.0,20.38,0.65,5.002,0.02
70,688677.SH,787677,海泰新光,20210209,20210226,2178.0,741.0,35.76,45.54,0.55,9.621,0.03
71,688183.SH,787183,生益电子,20210208,20210225,16636.0,3494.0,12.42,23.44,2.3,41.281,0.04
72,605268.SH,707268,王力安防,20210205,20210224,6700.0,6030.0,10.32,22.97,2.0,6.914,0.04
73,688619.SH,787619,罗普特,20210204,20210223,4683.0,1782.0,19.31,41.47,1.3,7.473,0.03
74,605133.SH,707133,嵘泰股份,20210203,20210224,4000.0,3600.0,20.34,22.99,1.6,8.136,0.03
75,003038.SZ,003038,鑫铂股份,20210201,20210210,2661.0,2395.0,18.08,22.98,1.05,4.811,0.02
76,300947.SZ,300947,德必集团,20210201,20210210,1347.0,1347.0,51.47,32.0,1.3,6.935,0.01
77,300943.SZ,300943,春晖智控,20210201,20210210,3400.0,1479.0,9.79,20.88,0.85,4.461,0.02
78,300945.SZ,300945,曼卡龙,20210201,20210210,5100.0,2474.0,4.56,15.28,1.45,4.224,0.02
79,300942.SZ,300942,易瑞生物,20210129,20210209,4086.0,1594.0,5.31,28.11,0.75,0.0,0.02
80,688665.SH,787665,四方光电,20210129,20210209,1750.0,597.0,29.53,36.22,0.4,6.391,0.03
81,300941.SZ,300941,创识科技,20210129,20210209,3413.0,1655.0,21.31,30.75,0.95,0.0,0.02
82,688070.SH,787070,纵横股份,20210129,20210210,2190.0,746.0,23.16,63.92,0.55,5.124,0.03
83,688059.SH,787059,华锐精密,20210128,20210208,1100.0,374.0,37.09,23.95,0.25,6.685,0.03
84,605081.SH,707081,太和水,20210128,20210209,1953.0,1953.0,43.3,22.99,1.9,8.456,0.01
85,605077.SH,707077,华康股份,20210128,20210209,2914.0,2623.0,51.63,22.99,1.1,15.045,0.03
86,300946.SZ,300946,恒而达,20210128,20210208,1667.0,1667.0,29.45,32.02,1.65,4.909,0.01
87,688687.SH,787687,凯因科技,20210127,20210208,4246.0,1614.0,18.98,42.96,1.2,11.993,0.03
88,605337.SH,707337,李子园,20210127,20210208,3870.0,3483.0,20.04,17.75,1.5,7.755,0.03
89,600916.SH,730916,中国黄金,20210127,20210205,18000.0,16200.0,4.99,19.1,5.4,10.8,0.07
90,003037.SZ,003037,三和管桩,20210126,20210204,6800.0,6120.0,6.38,22.75,2.0,4.386,0.04
91,300940.SZ,300940,南极光,20210125,20210203,2961.0,1436.0,12.76,19.93,0.8,5.796,0.02
92,601963.SH,780963,重庆银行,20210121,20210205,34745.0,31271.0,10.83,8.97,10.4,0.0,0.11
93,688607.SH,787607,康众医疗,20210121,20210201,2203.0,754.0,23.21,58.24,0.55,5.095,0.03
94,605055.SH,707055,迎丰股份,20210120,20210129,8000.0,7200.0,4.82,22.99,2.4,3.856,0.04
95,688628.SH,787628,优利德,20210120,20210201,2750.0,1045.0,19.11,39.79,0.75,4.703,0.03
96,605368.SH,707368,蓝天燃气,20210120,20210129,6550.0,5895.0,14.96,21.72,1.9,9.838,0.04
97,003036.SZ,003036,泰坦股份,20210119,20210128,5400.0,4860.0,5.72,22.96,1.6,3.089,0.03
98,688350.SH,787350,富淼科技,20210119,20210128,3055.0,1039.0,13.58,20.14,0.75,0.0,0.03
99,300939.SZ,300939,秋田微,20210118,20210128,2000.0,2000.0,37.18,39.98,2.0,7.436,0.01
100,300937.SZ,300937,药易购,20210118,20210127,2392.0,1196.0,12.25,18.71,0.65,0.0,0.02
101,300938.SZ,300938,信测标准,20210118,20210127,1628.0,1628.0,37.28,36.04,1.6,6.067,0.01
102,688689.SH,787689,银河微电,20210113,20210127,3210.0,1220.0,14.01,36.26,0.9,3.807,0.03
103,300933.SZ,300933,中辰股份,20210113,20210122,9170.0,3576.0,3.37,18.23,1.7,0.0,0.03
104,688669.SH,787669,聚石化学,20210113,20210125,2333.0,794.0,36.65,36.34,0.55,5.495,0.03
105,300932.SZ,300932,三友联众,20210113,20210122,3150.0,1528.0,24.69,33.63,0.85,0.0,0.02
106,688680.SH,787680,海优新材,20210113,20210122,2101.0,800.0,69.94,96.75,0.55,6.653,0.03
107,300931.SZ,300931,通用电梯,20210111,20210121,6004.0,2912.0,4.31,17.37,1.7,0.0,0.02
108,300936.SZ,300936,中英科技,20210111,20210126,1880.0,1880.0,30.39,50.99,1.85,5.713,0.01
109,300930.SZ,300930,屹通新材,20210111,20210121,2500.0,1213.0,13.11,25.22,0.7,0.0,0.02
110,605398.SH,707398,新炬网络,20210111,20210121,1487.0,1487.0,37.61,22.98,1.4,5.594,0.01
111,300929.SZ,300929,华骐环保,20210108,20210120,2065.0,905.0,13.87,17.25,0.5,3.99,0.02
112,300935.SZ,300935,盈建科,20210108,20210120,1413.0,1413.0,56.96,49.69,1.4,8.048,0.01
113,003035.SZ,003035,南网能源,20210108,20210119,75758.0,68182.0,1.4,22.88,22.7,10.606,0.18
114,605228.SH,707228,神通科技,20210107,20210120,8000.0,7200.0,5.89,22.98,2.4,4.712,0.05
115,605005.SH,707005,合兴股份,20210107,20210119,4010.0,3609.0,6.38,22.96,1.2,2.558,0.03
116,688317.SH,787317,之江生物,20210106,20210118,4868.0,1669.0,43.22,189.85,1.2,14.663,0.03
117,688819.SH,787819,天能股份,20210105,20210118,11660.0,3132.0,41.79,30.98,2.05,0.0,0.04
118,688656.SH,787656,浩欧博,20210104,20210113,1576.0,536.0,35.26,36.42,0.4,6.78,0.03
119,003032.SZ,003032,传智教育,20201231,20210112,4024.0,3622.0,8.46,22.98,1.2,3.405,0.03
120,003033.SZ,003033,征和工业,20201230,20210111,2045.0,1841.0,23.28,22.99,0.8,4.761,0.02
121,688617.SH,787617,惠泰医疗,20201228,20210107,1667.0,568.0,74.46,61.61,0.4,0.0,0.03
122,300926.SZ,300926,博俊科技,20201225,20210107,3553.0,1723.0,10.76,25.28,1.0,0.0,0.02
123,300927.SZ,300927,江天化学,20201225,20210107,2005.0,972.0,13.39,20.94,0.55,3.289,0.02
124,300928.SZ,300928,华安鑫创,20201224,20210106,2000.0,2000.0,38.05,36.58,2.0,7.61,0.01
125,003030.SZ,003030,祖名股份,20201223,20210106,3120.0,2808.0,15.18,22.99,1.2,4.736,0.02
126,605277.SH,707277,新亚电子,20201223,20210106,3336.0,3002.0,16.95,22.98,1.3,5.655,0.03
127,605155.SH,707155,西大门,20201222,20201231,2400.0,2160.0,21.17,22.99,0.9,5.081,0.02
128,688686.SH,787686,奥普特,20201222,20201231,2062.0,704.0,78.49,31.46,0.5,15.003,0.03
129,003031.SZ,003031,中瓷电子,20201222,20210104,2667.0,2400.0,15.27,22.98,1.05,4.072,0.02
130,300894.SZ,300894,火星人,20201222,20201231,4050.0,1580.0,14.07,25.77,0.75,0.0,0.02
131,688618.SH,787618,三旺通信,20201221,20201230,1263.0,435.0,34.08,31.79,0.3,5.009,0.03
132,688698.SH,787698,伟创电气,20201218,20201229,4500.0,1530.0,10.75,32.56,1.1,0.0,0.03
133,688063.SH,787063,派能科技,20201218,20201230,3871.0,1479.0,56.0,54.13,1.1,0.0,0.03
134,605377.SH,707377,华旺科技,20201217,20201228,5097.0,4587.0,18.63,22.98,2.0,9.495,0.03
135,300925.SZ,300925,法本信息,20201217,20201230,3237.0,1570.0,20.08,28.86,0.9,0.0,0.02
136,605179.SH,707179,一鸣食品,20201216,20201228,6100.0,5490.0,9.21,22.98,1.8,5.618,0.04
137,300922.SZ,300922,天秦装备,20201216,20201225,2800.0,1358.0,16.05,35.77,0.75,3.292,0.02
138,003029.SZ,003029,吉大正元,20201215,20201224,4510.0,4059.0,11.27,22.98,1.8,5.083,0.02
139,300920.SZ,300920,润阳科技,20201215,20201225,2500.0,1213.0,26.93,26.11,0.7,0.0,0.02
140,003028.SZ,003028,振邦智能,20201215,20201228,2740.0,2466.0,21.75,22.99,1.05,5.96,0.02
141,688679.SH,787679,通源环境,20201214,20201225,3292.0,1251.0,12.05,18.86,0.9,5.363,0.03
142,688560.SH,787560,明冠新材,20201214,20201224,4102.0,1395.0,15.87,32.11,1.0,4.878,0.03
143,688658.SH,787658,悦康药业,20201214,20201224,9000.0,2583.0,24.36,40.78,1.7,16.421,0.04
144,300918.SZ,300918,南山智尚,20201211,20201222,9000.0,4365.0,4.97,16.4,2.55,7.599,0.03
145,300923.SZ,300923,研奥股份,20201211,20201224,1965.0,1965.0,28.28,38.0,1.95,5.557,0.01
146,300919.SZ,300919,中伟股份,20201211,20201223,5697.0,1823.0,24.6,115.56,0.9,0.0,0.02
147,688678.SH,787678,福立旺,20201211,20201223,4335.0,1474.0,18.05,30.04,1.1,6.133,0.03
148,605186.SH,707186,健麾信息,20201210,20201222,3400.0,3060.0,14.2,22.98,1.3,4.828,0.03
149,300917.SZ,300917,特发服务,20201210,20201221,2500.0,1088.0,18.78,28.43,0.6,3.82,0.02
150,003026.SZ,003026,中晶科技,20201209,20201218,2495.0,2245.0,13.89,22.98,0.95,3.465,0.02
151,300921.SZ,300921,南凌科技,20201209,20201222,1823.0,1823.0,32.54,34.72,1.8,5.932,0.01
152,605500.SH,707500,森林包装,20201209,20201222,5000.0,4500.0,18.97,22.99,2.0,9.485,0.03
153,688668.SH,787668,鼎通科技,20201209,20201221,2129.0,809.0,20.07,33.25,0.6,4.993,0.03
154,003027.SZ,003027,同兴环保,20201208,20201218,2167.0,1950.0,40.11,22.99,0.85,8.692,0.02
155,688699.SH,787699,明微电子,20201208,20201218,1859.0,707.0,38.43,39.13,0.5,0.0,0.03
156,688510.SH,787510,航亚科技,20201203,20201216,6460.0,2067.0,8.17,53.35,1.55,7.406,0.03
157,003020.SZ,003020,立方制药,20201203,20201215,2316.0,2084.0,23.13,22.97,0.9,5.357,0.02
158,688608.SH,787608,恒玄科技,20201203,20201216,3000.0,960.0,162.07,355.03,0.7,20.498,0.03
159,003025.SZ,003025,思进智能,20201202,20201211,2010.0,1809.0,21.34,22.99,0.8,4.289,0.02
160,605299.SH,707299,舒华体育,20201202,20201215,5000.0,4500.0,7.27,22.99,1.5,3.635,0.04
161,003023.SZ,003023,彩虹集团,20201202,20201211,2030.0,1827.0,23.89,22.99,0.8,4.85,0.02
162,605151.SH,707151,西上海,20201202,20201215,3334.0,3001.0,16.13,22.99,1.3,5.378,0.03
163,688136.SH,787136,科兴制药,20201201,20201214,4968.0,1694.0,22.33,27.7,1.25,0.0,0.03
164,688308.SH,787308,欧科亿,20201201,20201210,2500.0,950.0,23.99,28.93,0.7,5.726,0.03
165,688571.SH,787571,杭华股份,20201130,20201211,8000.0,3040.0,5.33,21.82,2.25,4.433,0.04
166,605376.SH,707376,博迁新材,20201126,20201208,6540.0,5886.0,11.69,22.98,2.6,7.645,0.04
167,300913.SZ,300913,兆龙互连,20201125,20201207,3063.0,1485.0,13.21,24.47,0.85,4.765,0.02
168,003022.SZ,003022,联泓新科,20201125,20201208,14736.0,13262.0,11.46,22.99,4.4,16.887,0.05
169,688590.SH,787590,新致软件,20201125,20201207,4551.0,1547.0,10.73,30.15,1.15,6.153,0.03
170,605183.SH,707183,确成股份,20201125,20201207,4872.0,4385.0,14.38,22.99,1.4,7.006,0.04
